Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
MatoGrosso,5/18/2025,2:30:0 PM,5/18/2025,6:0:0 PM,FALSE,Giardino e Sgombero,TBD,FALSE
